Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,phase_sync_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,max_repeated_frames,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_frag_inst_per_pixel,avg_vert_inst_per_pixel,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,dynres_recommendation_percentage,dynres_recommendation_width,dynres_recommendation_height
21002,2651,899,53,37,9999,0,1556,0,3697,5752,5,4,1478,525,2000,1,0,1,40,72,51,0,0,33,0,0,1440,1584,8603,2392,322,60,59,50,47,42,60,42,52,94,93,0,0,8850,1013,0,694,181,875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,101,0,0,0
22001,2651,899,53,37,9999,0,1727,0,3697,6384,5,4,1478,525,2000,1,0,1,60,72,51,0,29,12,0,0,1440,1584,16611,2457,305,47,75,77,78,85,47,44,39,100,95,0,0,8850,1013,0,694,181,875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,101,0,0,0
23002,2651,899,53,37,9999,0,1573,0,3696,5813,5,4,1478,525,2000,1,0,1,48,72,53,0,2,32,0,0,1440,1584,16234,2470,307,42,69,75,75,89,39,42,38,95,92,0,0,8850,1013,0,694,181,875,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,101,0,0,0
24003,2651,899,53,37,9999,0,1489,0,3696,5503,5,4,1478,525,2000,1,0,1,43,72,51,0,0,35,0,0,1440,1584,20057,2472,322,40,66,73,71,83,38,40,36,94,89,0,0,8850,1013,0,694,181,875,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,101,0,0,0
25002,2651,899,53,37,9999,0,1648,0,3696,6091,5,4,1478,525,2000,1,0,1,38,72,52,0,1,33,0,0,1440,1584,10367,2347,324,52,73,86,78,80,52,52,47,100,98,0,0,8850,1013,0,694,181,875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,101,0,0,0
26002,2651,899,53,37,9999,0,1488,0,3696,5499,5,4,1574,525,2000,1,0,1,59,72,49,0,4,22,0,0,1440,1584,17141,2443,319,44,80,77,95,86,44,42,42,100,87,0,0,8850,1013,0,694,181,875,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,101,0,0,0
27002,2651,899,53,37,9999,0,1501,0,3696,5547,5,4,1478,525,2000,1,0,1,39,72,52,0,0,35,0,0,1440,1584,16121,2438,313,39,50,39,42,47,39,38,36,94,82,0,0,8850,1013,0,694,181,875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,101,0,0,0
28002,2651,899,53,37,9999,0,1586,0,3696,5861,5,4,1574,525,2000,1,0,1,46,72,52,0,3,27,0,0,1440,1584,8471,2349,318,59,45,47,45,50,59,54,57,94,97,0,0,8850,1013,0,694,181,875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,101,0,0,0
29002,2651,899,53,37,9999,0,1686,0,3692,6224,5,4,1382,525,2000,1,0,1,70,72,52,0,40,6,0,0,1440,1584,18531,2456,313,38,60,61,61,57,38,38,35,100,90,0,0,8850,1013,0,694,181,875,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,101,0,0,0
30002,2651,899,53,37,9999,0,1512,0,3692,5582,5,4,1478,525,2000,1,0,1,42,72,51,0,0,37,0,0,1440,1584,18223,2485,323,31,47,39,42,38,31,28,31,100,85,0,0,8850,1013,0,694,181,875,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,101,0,0,0
